axial_position_m,gas_density_kg_per_m3,gas_viscosity_Pa_s,gas_conductivity_W_per_mK,gas_specific_heat_J_per_kgK,gas_prandtl_number
0.342880745,5.757085639021014,3.4125190558812995e-05,0.06462578131853484,2873.38898775367,1.5172729018684428
0.34468538049999997,5.779788945091062,3.4031303334482003e-05,0.06442261872615485,2873.38898775367,1.5178701855611727
0.34649001599999996,5.8025907470659694,3.393763771674054e-05,0.06422001543999421,2873.38898775367,1.5184679389679179
0.3482946515,5.825491044945738,3.3844195165291354e-05,0.06401797423784544,2873.38898775367,1.5190661504850373
0.350099287,5.848489838730362,3.3750977099551924e-05,0.06381649780510468,2873.38898775367,1.5196648086197766
0.35190392249999997,5.871587128419851,3.365798489918367e-05,0.06361558873608733,2873.38898775367,1.5202639019896613
0.353708558,5.894782914014195,3.35652199046185e-05,0.06341524953533571,2873.38898775367,1.5208634193218824
0.3555131935,5.918077195513398,3.34726834175823e-05,0.06321548261891778,2873.38898775367,1.5214633494526726
0.357317829,5.941469972917461,3.3380376701615595e-05,0.06301629031571697,2873.38898775367,1.522063681326687
0.35912246449999996,5.964961246226383,3.328830098259115e-05,0.06281767486871336,2873.38898775367,1.5226644039963686
